substrate,tf
NOP14,MSN2
NOP14,RPN4
NOP2,YAP1
NOP53,STE12
NOP58,SOK2
NOP6,AFT1
NOP7,YHP1
NOP9,STE12
NOT5,MSN2
NRD1,RPN4
NRG1,CBF1
NRG1,CIN5
NRG1,MSN2
NRG1,SKN7
NRG1,SKO1
NRG1,SOK2
NRG1,STE12
NRG1,TEC1
NRG1,TUP1
NRG2,MSN2
NRG2,SKN7
NRG2,STE12
NRG2,YAP1
NRK1,GCN4
NRM1,GCN4
NRM1,MBP1
NRM1,SKO1
NRM1,SWI4
NRP1,YHP1
NRT1,LEU3
NRT1,SUM1
NSA2,ACE2
NSR1,FKH2
NSR1,PDR1
NSR1,RAP1
NTA1,ABF1
NTC20,FHL1
NTC20,SFP1
NTE1,MCM1
NTE1,MSN2
NTH1,CBF1
NTH1,SOK2
NTH2,YAP1
NUD1,SWI4
NUG1,ABF1
NUG1,YOX1
NUP1,SOK2
NUP1,STE12
NUP100,ACE2
NUP157,ABF1
NUP159,CBF1
NUP192,MSN2
NUP192,REB1
NUP192,STE12
NUP2,RAP1
NUP57,ABF1
NUP60,STE12
NUP85,ABF1
NUP85,MSS11
NVJ1,ACE2
OAC1,BAS1
OAC1,CAD1
OAC1,DAL81
OAC1,MSN2
OAC1,RPH1
OAC1,STB5
OCA4,GCR2
OCA5,ABF1
OCA5,ACE2
OCA5,RAP1
OCA5,TUP1
OCA6,CST6
OCH1,PHO4
OCH1,SKN7
ODC2,GCN4
OLA1,MSN2
OLA1,YAP1
OLE1,AFT2
OLE1,HAP1
OLE1,MSN2
OLE1,MSS11
OLE1,RAP1
OLE1,SPT23
OLE1,STE12
OM14,ACE2
OM14,MSN2
OM45,CIN5
OM45,PHO4
OM45,STE12
OMA1,RAP1
OMS1,STE12
OPI1,INO4
OPI10,OAF3
OPI3,INO4
OPI3,PHO4
OPI3,RAP1
OPT1,ABF1
OPT1,MET28
OPT1,MET31
OPT1,MET32
OPT1,MET4
OPT1,RAP1
OPY2,TEC1
ORC2,STE12
ORC4,RAP1
ORM1,ABF1
ORM2,MSN2
ORM2,STE12
ORM2,STP1
ORT1,GCN4
ORT1,LEU3
ORT1,SOK2
OSH7,MSN2
OSM1,STE12
OST5,ACE2
OST5,RAP1
OXA1,ACE2
OXA1,PHD1
OXA1,SKN7
OYE2,ABF1
OYE2,ARG81
OYE2,STE12
OYE2,YAP1
PAC10,AFT1
PAC10,CBF1
PAC10,MCM1
PAC11,FHL1
PAC11,RAP1
PAH1,ZAP1
PAI3,STE12
PAM1,MSN2
PAM1,TEC1
PAM16,STE12
PAN1,MSN2
PAN1,TYE7
PAN3,STE12
PAN6,UME6
PAP2,YAP1
PAR32,MSN2
PAT1,RAP1
PAT1,YRM1
PAU23,YRM1
PBA1,STB5
PBI2,SOK2
PBP2,ABF1
PBY1,TEC1
PCA1,RAP1
PCL1,FKH2
PCL1,MBP1
PCL1,MSN2
PCL1,RLM1
PCL1,ROX1
PCL1,STE12
PCL1,SWI4
PCL1,TEC1
PCL10,ACE2
PCL2,ACE2
PCL2,STE12
PCL2,SWI4
PCL2,SWI5
PCL2,TEC1
PCL2,YOX1
PCL5,DAL82
PCL5,GCN4
PCL5,MET4
PCL5,MSN2
PCL5,RAP1
PCL5,SOK2
PCL5,STE12
PCL7,RAP1
PCL9,SWI5
PCS60,AFT1
PCT1,MSN2
PDC1,ABF1
PDC1,GCR1
PDC1,GCR2
PDC1,RAP1
PDC1,TUP1
PDC5,PDC2
PDH1,STE12
PDH1,YRM1
PDI1,HAC1
PDI1,RAP1
PDI1,STE12
PDR1,RPN4
PDR1,SWI4
PDR10,PDR1
PDR10,PDR3
PDR10,SOK2
PDR15,MSN2
PDR15,PDR1
PDR15,PDR3
PDR15,YRM1
PDR16,HAP1
PDR16,MET4
PDR16,MSN2
PDR16,NRG1
PDR16,PDR1
PDR16,PDR3
PDR16,RDS2
PDR16,STB5
PDR3,PDR1
PDR3,STE12
PDR3,YAP1
PDR5,ASH1
PDR5,MSN2
PDR5,PDR1
PDR5,PDR3
PDR5,RAP1
PDR5,SWI4
PDR5,YAP1
PDR8,ADR1
PDR8,RTG3
PDR8,STE12
PDS5,ABF1
PDX3,RAP1
PEA2,STE12
PEA2,TEC1
PEP5,PHO2
PEP5,STE12
PER33,HSF1
PET10,CIN5
PET10,HAP1
PET111,RAP1
PET111,SFP1
PET123,MSN2
PET127,STE12
PET130,STE12
PET20,ECM22
PET54,STE12
PET54,TEC1
PET9,ABF1
PET9,ASH1
PET9,IXR1
PET9,RDS2
PET9,SOK2
PET9,TUP1
PEX10,ABF1
PEX11,ADR1
PEX11,OAF1
PEX12,RAP1
PEX21,STE12
PEX25,MSN2
PEX25,OAF1
PEX27,STE12
PEX27,TEC1
PEX28,MSN2
PEX28,STE12
PEX3,ABF1
PEX5,ARG81
PEX5,GCN4
PEX5,OAF1
PFD1,YRM1
PFK1,GCR2
PFK1,RAP1
PFK2,CIN5
PFK2,GCR2
PFK2,RAP1
PFK26,MCM1
PFK27,CBF1
PFK27,CIN5
PFK27,PHO4
PFK27,RAP1
PFK27,SKO1
PGA2,ABF1
PGA2,UME6
PGA3,PDR3
PGA3,SWI5
PGC1,CBF1
PGD1,STE12
PGI1,GCR1
PGI1,GCR2
PGI1,RAP1
PGM1,MSN2
PGM1,STE12
PGM3,SFP1
PHB1,SOK2
PHB2,ABF1
PHD1,FHL1
PHD1,MSN2
PHD1,SKN7
PHD1,SOK2
PHD1,SPT23
PHD1,STE12
PHD1,SWI4
PHD1,SWI6
PHD1,TEC1
PHD1,YAP1
PHD1,YOX1
PHO23,ROX1
PHO23,STE12
PHO3,MCM1
PHO3,PDC2
PHO4,FHL1
PHO4,MSN2
PHO4,RAP1
PHO4,STE12
PHO8,ABF1
PHO8,GCN4
PHO8,MSN2
PHO8,PHO4
PHO81,CAD1
PHO81,PHD1
PHO81,PHO2
PHO81,PHO4
PHO81,STE12
PHO81,TEC1
PHO85,ABF1
PHO86,PHO4
PHO87,PHO4
PHO88,MSN2
PHO88,RAP1
PHO91,SFP1
PHS1,RAP1
PIB1,HSF1
PIC2,CBF1
PIC2,HAP1
PIC2,MSN2
PIC2,SOK2
PIG2,MSN2
PIG2,SOK2
PIG2,YAP1
PIK1,ABF1
PIL1,ASH1
PIL1,MSN2
PIL1,RAP1
PIL1,SKN7
PIL1,STE12
PIL1,SWI5
PIM1,RAP1
PIM1,RPN4
PIN3,ABF1
PIN3,HSF1
PIN3,MSN2
PIR1,ACE2
PIR1,CIN5
PIR1,MCM1
PIR1,PHD1
PIR1,SKN7
PIR1,SOK2
PIR1,STE12
PIR1,SWI5
PIR1,TEC1
PIS1,INO4
PIS1,MCM1
PKH2,YAP1
PKP2,GCN4
PKP2,STE12
PLB1,MSN2
PLB1,RAP1
PLB1,SOK2
PLB1,STE12
PLB2,FLO8
PLB2,MBP1
PLB2,SKN7
PLB2,SPT23
PLB2,SWI4
PLB3,CBF1
PLB3,MCM1
PLB3,PHO4
PLB3,STE12
PLB3,SWI4
PLC1,MBP1
PLM2,MBP1
PLM2,SWI4
PLM2,SWI6
PLM2,YAP1
PMA1,ACE2
PMA1,HSF1
PMA1,MCM1
PMA1,RAP1
PMA1,STE12
PMD1,STE12
PMI40,ABF1
PML39,ABF1
PMP1,RAP1
PMP1,SOK2
PMP1,YOX1
PMP2,MSN2
PMP2,RAP1
PMP2,SOK2
PMP3,MSN2
PMP3,RAP1
PMR1,MSN2
PMR1,SOK2
PMT2,MCM1
PMT6,STE12
PMT6,STP2
PMU1,STE12
PNC1,HSF1
PNC1,PDR1
PNP1,FKH1
PNS1,FHL1
PNS1,MSN2
PNS1,SOK2
PNS1,SWI4
PNS1,YAP1
PNT1,YRM1
POC4,CIN5
POC4,RAP1
POL1,ABF1
POL1,LEU3
POL1,MBP1
POL30,SWI4
POM152,ABF1
POM33,HSF1
POM33,RGT1
POM33,YAP1
POP4,GCN4
POP6,CIN5
POP7,MCM1
POP8,IXR1
POR1,STB5
POR1,TEC1
POR2,SKN7
POR2,SOK2
PPH22,AFT1
PPH3,ABF1
PPH3,ARO80
PPH3,YRM1
PPN1,ASH1
PPQ1,STE12
PPT1,ADR1
PPT1,YOX1
PRB1,ADR1
PRB1,AFT1
PRB1,AFT2
PRB1,MSN2
PRB1,RDS2
PRB1,ZAP1
PRC1,ABF1
PRC1,CIN5
PRC1,FLO8
PRC1,MSN2
PRC1,UME6
PRD1,UME6
PRE1,RPN4
PRE2,FHL1
PRE2,IFH1
PRE2,SFP1
PRE3,PDR1
PRE3,REB1
PRE3,RPN4
PRE4,RPN4
PRE5,MSN2
PRE5,OAF3
PRE6,OAF1
PRE6,PHO2
PRE6,RPN4
PRE6,SOK2
PRE7,ABF1
PRE7,RAP1
PRE8,RPN4
PRE9,RPN4
PRE9,SOK2
PRI2,IXR1
PRI2,RAP1
PRI2,STE12
PRK1,STE12
PRK1,TEC1
PRM1,AFT1
PRM1,STE12
PRM1,TEC1
PRM10,ABF1
PRM10,RLM1
PRM10,SKO1
PRM10,STE12
PRM2,ABF1
PRM2,STE12
PRM3,STE12
PRM4,ABF1
PRM4,AFT2
PRM4,IXR1
PRM4,MSN2
PRM4,STE12
PRM5,ABF1
PRM5,CBF1
PRM5,GCN4
PRM5,MSN2
PRM5,SKO1
PRM5,SOK2
PRM5,STE12
PRM5,TEC1
PRM5,TUP1
PRM5,YAP1
PRM6,STE12
PRM8,STE12
PRO1,RAP1
PRP22,MSN2
PRP3,SFP1
PRP31,RAP1
PRP31,STE12
PRP39,STE12
PRP43,AFT1
PRP45,ABF1
PRP46,MSN2
PRP46,STE12
PRP5,AFT1
PRP5,STE12
PRP8,ABF1
PRS4,CBF1
PRS4,SFP1
PRX1,PDR1
PRX1,PUT3
PRX1,UME6
PRY1,ABF1
PRY1,CIN5
PRY1,MSN2
PRY1,RAP1
PRY1,SKN7
PRY1,SOK2
PRY1,SWI4
PRY1,TUP1
PRY2,PHD1
PRY2,SKN7
PRY2,STE12
PRY2,SWI4
PRY2,TEC1
PRY3,ACE2
PRY3,FKH1
PRY3,MSN2
PRY3,NRG1
PRY3,RAP1
PRY3,SOK2
PRY3,STE12
PRY3,SWI5
PSA1,ACE2
PSA1,MBP1
PSA1,MSN2
PSA1,RAP1
PSA1,SKN7
PSA1,SOK2
PSA1,STE12
PSD1,AFT1
PSD2,BAS1
PSD2,STE12
PSE1,CBF1
PSF1,PDR1
PSF1,YAP1
PSF2,GCN4
PSK1,ABF1
PSO2,GCN4
PSP1,ABF1
PSR1,PUT3
PST1,ACE2
PST1,ASH1
PST1,CBF1
PST1,FLO8
PST1,MET4
PST1,PDR3
PST1,STE12
PST1,SWI5
PST1,UME6
PST1,YAP1
PST2,RAP1
PST2,YAP1
PTA1,STE12
PTC2,FHL1
PTC2,GCN4
PTC2,RAP1
PTC2,STE12
PTI1,RAP1
PTK1,FHL1
PTK1,RAP1
PTK1,SPT23
PTK2,MSN2
PTM1,CAD1
PTM1,MSN2
PTM1,RAP1
PTP3,SKO1
PTP3,STE12
PTP3,TEC1
PTR2,ADR1
PTR2,CIN5
PTR2,DAL81
PTR2,GLN3
PTR2,HAL9
PTR2,HIR2
PTR2,MSN2
PTR2,RAP1
PTR2,RDS2
PTR2,SKN7
PTR2,SKO1
PTR2,SOK2
PTR2,STE12
PTR2,SWI4
PTR2,YOX1
PTR3,STE12
PUB1,CIN5
PUB1,SWI4
PUF3,STE12
PUF6,YAP1
PUN1,ASH1
PUN1,MSN2
PUN1,SKN7
PUN1,STE12
PUN1,TEC1
PUP1,RPN4
PUP2,PHO4
PUP2,RPN4
PUP3,MBP1
PUP3,MSN2
PUP3,RPN4
PUP3,SOK2
PUP3,SWI6
PUS2,STE12
PUS5,IXR1
PUS5,STE12
PUT2,PUT3
PUT3,GCN4
PUT3,RPN4
PWP2,YAP1
PWP2,YOX1
PXA1,ADR1
PXR1,MET4
PXR1,MSN2
PXR1,PDR1
PXR1,PDR3
PXR1,RAP1
PXR1,REB1
PXR1,STE12
PYC1,GCR2
PYC1,MSN2
PYC1,SKO1
PYC1,TEC1
PYC2,GCN4
QCR10,CBF1
QCR10,HAP2
QCR2,HAP2
QCR2,HAP3
QCR2,HAP5
QCR6,MBP1
QCR6,SOK2
QCR6,SPT23
QCR6,YAP1
QCR8,ABF1
QCR8,CBF1
QCR9,BAS1
QCR9,HAP2
QCR9,HAP3
QCR9,TEC1
QDR1,OAF1
QDR1,STE12
QDR2,PHO4
QDR2,RAP1
QDR2,REB1
QDR2,STE12
QDR3,GCN4
QDR3,STE12
RAD14,ABF1
RAD16,ABF1
RAD16,GCN4
RAD16,STE12
RAD2,SUM1
RAD23,RPN4
RAD27,MAL33
RAD27,MBP1
RAD30,STE12
RAD5,CIN5
RAD51,MBP1
RAD51,MSN2
RAD51,STE12
RAD51,SWI6
RAD51,YOX1
RAD54,CIN5
RAD54,STE12
RAD54,TEC1
RAD54,YOX1
RAD59,CBF1
RAD59,MET28
RAD59,MET31
RAD59,MET32
RAD59,MET4
RAD7,STE12
RAM1,STE12
RAS1,GLN3
RAS1,RAP1
RAS2,ACE2
RAS2,MSN2
RAT1,STE12
RAT1,YRM1
RAX1,RAP1
RAX1,TEC1
RAX2,FKH2
RAX2,STE12
RBG2,GCR2
RBG2,GLN3
RBS1,ABF1
RCN2,SPT23
RCO1,STE12
RCR1,YAP1
RCR2,YAP1
RDI1,OTU1
RDI1,STE12
RDL1,CAD1
RDL1,CIN5
RDL1,MSN2
RDL2,MSN2
RDS3,YAP1
REB1,ABF1
REB1,REB1
REB1,RPN4
REB1,STE12
REE1,ACE2
REE1,MAC1
REE1,MSN2
REG1,RPN4
REH1,SKO1
RER2,YOX1
RET2,REB1
REV1,TEC1
REX3,SPT23
REX3,STE12
RFA1,MBP1
RFA1,YHP1
RFA2,MBP1
RFA2,UGA3
RFC2,YRM1
RFC3,ASH1
RFC3,STE12
RFC5,BAS1
RFS1,HSF1
RFT1,RAP1
RFU1,STE12
RGA1,TEC1
RGA2,STE12
RGA2,TEC1
RGD2,STE12
RGD2,TEC1
RGT1,STE12
RGT2,ABF1
RHB1,MSN2
RHO2,AFT2
RHO2,STE12
RHO2,TEC1
RHO3,CAD1
RHO3,CBF1
RHO3,SKO1
RHO4,ARG81
RHO5,CAD1
RHO5,MSN2
RHO5,RAP1
RHO5,TEC1
RHO5,YAP1
RHR2,ABF1
RHR2,GCN4
RHR2,MSN2
RHR2,RAP1
RHR2,SOK2
RIA1,SFP1
RIB1,HSF1
RIB1,YAP1
RIB3,ABF1
RIB3,RAP1
RIB3,YAP1
RIB4,ABF1
RIB4,STB5
RIB5,GCN4
RIM101,GCN4
RIO2,MSN2
RIX1,PDR1
RIX7,ABF1
RIX7,AFT2
RIX7,GLN3
RIX7,REB1
RIX7,RPH1
RKI1,FKH2
RKI1,PDR1
RKI1,RAP1
RKM1,HAP2
RKM1,RIM101
RKM1,RPN4
RKM3,STE12
RKR1,SKO1
RLM1,CAD1
RLP7,MSN2
RLP7,YOX1
RMD1,GCR2
RMD6,RAP1
RMD6,STE12
RMD6,YAP1
RMD9,ABF1
RMI1,ACE2
RMI1,ASH1
RMI1,FHL1
RMI1,MSS11
RMI1,TEC1
RMT2,AFT1
RNA1,TEC1
RNA1,YRM1
RNH202,ABF1
RNH202,RIM101
RNH202,RTG3
RNH202,STE12
RNH203,CIN5
RNH203,MSN2
RNH203,STE12
RNQ1,RAP1
RNQ1,STE12
RNR1,ECM22
RNR1,IXR1
RNR1,MBP1
RNR1,MCM1
RNR1,SWI4
RNR2,RAP1
RNR2,RFX1
RNR4,MBP1
RNR4,RAP1
RNR4,RFX1
RNR4,SKO1
RNR4,STE12
RNR4,TUP1
RNR4,YOX1
RNT1,STE12
ROG1,ABF1
ROG3,STE12
ROG3,YAP1
ROK1,PDR1
ROM1,YOX1
ROT1,ABF1
ROT2,ACE2
ROT2,STE12
ROX1,FHL1
ROX1,HAP1
ROX1,IXR1
ROX1,MSN2
ROX1,SKN7
ROX1,SKO1
ROX1,STE12
ROX1,YAP1
ROX3,MCM1
ROX3,RAP1
RPA135,ADR1
RPA135,CBF1
RPA135,MSN2
RPA135,PDR1
RPA14,ABF1
RPA14,ACE2
RPA14,MSN2
RPA190,MCM1
RPA190,MSS11
RPA34,ACE2
RPA34,GCN4
RPA34,HSF1
RPA34,MCM1
RPA34,MSN2
RPA34,RAP1
RPA34,RLM1
RPA34,SFP1
RPA34,YHP1
RPA43,MCM1
RPB11,AFT1
RPB2,ABF1
RPB2,REB1
RPB4,MSN2
RPB4,STE12
RPB5,SFP1
RPB7,ABF1
RPB8,MSN2
RPC25,ABF1
RPC25,SKO1
RPC40,RAP1
RPE1,ABF1
RPE1,STB5
RPF1,CAD1
RPH1,STE12
RPL10,IFH1
RPL10,RAP1
RPL10,SFP1
RPL10,YAP1
RPL25,FHL1
RPL25,IFH1
RPL25,MSN2
RPL25,RAP1
RPL28,IFH1
RPL28,RAP1
RPL28,SFP1
RPL28,TUP1
RPL29,IFH1
RPL29,PHD1
RPL29,RAP1
RPL3,ABF1
RPL3,GCR1
RPL3,IFH1
RPL3,MSN2
RPL3,PHD1
RPL3,RAP1
RPL3,SKN7
RPL3,TUP1
RPL30,FHL1
RPL30,IFH1
RPL30,RAP1
RPL30,SFP1
RPL30,TUP1
RPL32,IFH1
RPL32,RAP1
RPL32,SFP1
RPL38,IFH1
RPL38,RAP1
RPL39,FKH1
RPL39,IFH1
RPL5,IFH1
RPL5,PHO2
RPL5,RAP1
RPL5,SFP1
RPM2,HAP2
RPM2,MSN2
RPM2,TEC1
RPM2,YAP1
RPN10,ABF1
RPN10,MSN2
RPN10,PUT3
RPN11,RAP1
RPN11,RPN4
RPN12,ASH1
RPN14,MSN2
RPN2,MSN2
RPN2,RPN4
RPN3,RPN4
RPN4,HSF1
RPN4,MSN2
RPN4,PDR1
RPN4,PDR3
RPN5,RPN4
RPN6,RPN4
RPN7,MCM1
RPN7,ROX1
RPN7,RPN4
RPN8,ABF1
RPN8,RPN4
RPN9,RPN4
RPO21,RAP1
RPO21,REB1
RPO21,YRM1
RPO31,ABF1
RPO31,YRM1
RPP0,ABF1
RPP0,CIN5
RPP0,RAP1
RPP0,SFP1
RPS12,IFH1
RPS12,RAP1
RPS12,SFP1
RPS13,GCR1
RPS13,IFH1
RPS13,RAP1
RPS13,SFP1
RPS13,YAP1
RPS15,IFH1
RPS15,RAP1
RPS15,TUP1
RPS2,IFH1
RPS2,RAP1
RPS2,TUP1
RPS20,IFH1
RPS20,RAP1
RPS20,SFP1
RPS3,CIN5
RPS3,GCN4
RPS3,HMO1
RPS3,IFH1
RPS3,RAP1
RPS3,SFP1
RPS3,YAP1
RPS31,IFH1
RPS31,RAP1
RPS31,SFP1
RPS5,IFH1
RPS5,RAP1
RPS5,SFP1
RPT1,RPN4
RPT2,REB1
RPT3,RPN4
RPT4,RPN4
RPT5,RPN4
RPT6,RPN4
RRB1,YOX1
RRN11,STE12
RRN6,STE12
RRN6,TEC1
RRP12,ABF1
RRP12,SPT23
RRP14,AFT1
RRP36,REB1
RRP6,CBF1
RRP7,SOK2
RRT13,SOK2
RRT14,CBF1
RRT8,MSN2
RRT8,SKN7
RSC2,ABF1
RSF2,ABF1
RSF2,CIN5
RSF2,SOK2
RSF2,STE12
RSF2,TEC1
RSM10,HAP2
RSM10,TEC1
RSM10,TUP1
RSM26,ECM22
RSM7,MSN2
RSM7,TEC1
RSN1,MSN2
RSN1,RAP1
RSP5,ACE2
RSP5,MBP1
RSP5,RAP1
RSR1,STE12
RSR1,TEC1
RTC3,FKH1
RTC3,HOT1
RTC3,MSN2
RTC3,PDR1
RTC3,YAP1
RTC6,SFP1
RTG2,GCN4
RTG2,YAP1
RTG3,ABF1
RTG3,GCN4
RTG3,PDR3
RTK1,GCN4
RTK1,MSN2
RTK1,SPT23
RTK1,YAP1
RTN1,ABF1
RTN1,RAP1
RTS3,ADR1
RTS3,CBF1
RTS3,CIN5
RTS3,GAT1
RTS3,GCN4
RTS3,OAF1
RTS3,PDR1
RTS3,RAP1
RTS3,SOK2
RTS3,YAP1
RTT107,INO4
RTT107,RFX1
RUP1,ACE2
RUP1,PDR1
RUP1,SFP1
RUP1,STE12
RVB1,MCM1
RVB2,CBF1
RVB2,MCM1
RVS167,RAP1
RXT2,ABF1
RXT3,SFP1
SAC7,SOK2
SAF1,SOK2
SAG1,STE12
SAM1,MET31
SAM1,MET32
SAM1,MET4
SAM1,RAP1
SAM1,SOK2
SAM2,CBF1
SAM2,MET31
SAM2,MET32
SAM3,CBF1
SAM3,MET32
SAM3,SOK2
SAM3,YHP1
SAM3,ZAP1
SAM35,MSN2
SAM4,GCN4
SAM4,YHP1
SAP155,STE12
SAP155,YRM1
SAS4,YAP1
SAT4,STE12
SBA1,MSN2
SBH1,ACE2
SBH2,CIN5
SBP1,CIN5
SBP1,GCR1
SCC2,TEC1
SCD6,ABF1
SCH9,CIN5
SCL1,RPN4
SCM4,CBF1
SCM4,HAP1
SCM4,SOK2
SCO1,MSN2
SCO2,STE12
SCP1,RAP1
SCP160,ACE2
SCP160,STE12
SCP160,SWI5
SCS2,RAP1
SCS2,STE12
SCS22,ABF1
SCS3,ASH1
SCS3,GCN4
SCS3,PHO4
SCS7,OAF3
SCS7,PDR3
SCS7,STB5
SCT1,ABF1
SCT1,HSF1
SCT1,RAP1
SCW10,ASH1
SCW10,PHD1
SCW10,SKN7
SCW10,SOK2
SCW10,STE12
SCW10,TEC1
SCW10,YAP1
SCW4,CIN5
SCW4,IXR1
SCW4,PHD1
SCW4,RAP1
SCW4,SKN7
SCW4,SOK2
SCW4,STB5
SDA1,ADR1
SDA1,PDR1
SDC25,HAP2
SDS23,MSN2
SDS23,RAP1
SDS23,STB5
SEC10,SFP1
SEC11,ABF1
SEC14,ABF1
SEC16,SFP1
SEC18,ABF1
SEC2,STE12
SEC2,YRM1
SEC21,TEC1
SEC22,RAP1
SEC31,MSN2
SEC31,RAP1
SEC61,REB1
SEC72,ABF1
SEC72,HAP2
SEC8,FLO8
SEC8,OTU1
SED1,ADR1
SED1,CIN5
SED1,MOT3
SED1,MSN2
SED1,NRG1
SED1,RAP1
SED1,RDS2
SED1,RLM1
SED1,RTG3
SED1,SKN7
SED1,SKO1
SED1,SOK2
SED1,STE12
SED1,SWI4
SED1,TEC1
SED1,YAP1
SED1,YOX1
SED1,ZAP1
SEH1,PHO4
SEM1,STE12
SEN2,MET31
SER1,GCN4
SER1,RAP1
SER1,SOK2
SER1,YAP1
SER3,ACE2
SER3,IXR1
SER3,RAP1
SER3,STE12
SER3,SWI6
SER33,CBF1
SER33,MET32
SES1,CBF1
SES1,PHO2
SET2,ABF1
SET2,STE12
SET3,ABF1
SEY1,CAD1
SFA1,YAP1
SFB3,CBF1
SFB3,MCM1
SFG1,ECM22
SFG1,GLN3
SFG1,IXR1
SFG1,MCM1
SFG1,MOT3
SFG1,MSN2
SFG1,NRG1
SFG1,PUT3
SFG1,RAP1
SFG1,RLM1
SFG1,ROX1
SFG1,SFP1
SFG1,SKN7
SFG1,STE12
SFG1,TEC1
SFG1,YAP1
SFH5,ABF1
SFH5,STE12
SFH5,TEC1
SFK1,HAP1
SFK1,HSF1
SFK1,MSN2
SFK1,YOX1
SFP1,RAP1
SFP1,TEC1
SFT1,PHO2
SFT1,TEC1
SFT2,GCN4
SGE1,MSN2
SGE1,TEC1
SGO1,RAP1
SGT1,ABF1
SGT2,HSF1
SGT2,RPN4
SHE10,ACE2
SHE10,MSN2
SHE3,STE12
SHM1,STE12
SHM2,ABF1
SHM2,BAS1
SHO1,STE12
SHO1,TEC1
SHR5,RAP1
SHU1,STE12
SHY1,SOK2
SIC1,ACE2
SIC1,SWI5
SIF2,STE12
SIL1,HAC1
SIL1,PDR3
SIL1,STE12
SIL1,TEC1
SIM1,ASH1
SIM1,CIN5
SIM1,MCM1
SIM1,MSN2
SIM1,RLM1
SIM1,SOK2
SIM1,STE12
SIM1,SWI4
SIM1,TEC1
SIM1,TUP1
SIN4,CIN5
SIP1,ABF1
SIP2,RAP1
SIR1,SFP1
SIR1,STE12
SIR1,TEC1
SIR1,TUP1
SIR1,YAP6
SIS1,HSF1
SIS1,MSN2
SIS1,SKN7
SIS1,SPT23
SIS2,ABF1
SIZ1,RAP1
SKG6,MBP1
SKG6,MSN2
SKG6,STE12
SKI6,ABF1
SKI6,HSF1
SKI7,YRM1
SKM1,ASH1
SKN1,MCM1
SKN1,RAP1
SKN7,DAL82
SKN7,SOK2
SKP2,GCN4
SKP2,YRM1
SKS1,SOK2
SKS1,SWI4
SKS1,TEC1
SKY1,ABF1
SLA1,ABF1
SLA1,MSN2
SLD5,RAP1
SLG1,RAP1
SLM3,RAP1
SLM4,RAP1
SLM4,SOK2
SLM4,TEC1
SLM5,RLM1
SLT2,RLM1
SLU7,STE12
SLX4,STE12
SMC1,LEU3
SMC1,YHP1
SMC2,STE12
SMC3,HSF1
SMC3,STE12
SMD2,STE12
SMD3,STE12
SMF2,ABF1
SMF3,AFT1
SMF3,AFT2
SMF3,MCM1
SMF3,MET4
SMF3,RFX1
SMF3,ROX1
SML1,STE12
SMP3,AFT1
SMT3,CIN5
SMT3,GCN4
SMT3,GCR2
SMT3,RTG3
SMT3,SOK2
SMX2,ABF1
SMX3,MSN2
SMY1,ASH1
SNA2,ABF1
SNA2,ACE2
SNA2,MSN2
SNA2,PHD1
SNA2,SKN7
SNA2,SOK2
SNA2,STB5
SNA2,SWI4
SNA3,CBF1
SNA3,FHL1
SNA3,INO4
SNC2,CIN5
SNF11,SOK2
SNF11,STE12
SNF2,RLM1
SNF4,RAP1
SNF6,MCM1
SNF6,STE12
SNG1,HSF1
SNG1,MSN2
SNG1,STE12
SNL1,STE12
SNP1,STE12
SNQ2,ACE2
SNQ2,CAD1
SNQ2,GCN4
SNQ2,MSN2
SNQ2,PDR1
SNQ2,PDR3
SNQ2,STE12
SNQ2,YAP1
SNQ2,YOX1
SNT1,INO4
SNT309,STE12
SNU56,STE12
SNX4,STE12
SNZ1,GCN4
SNZ1,YAP1
SOD1,ABF1
SOD1,MSN2
SOD1,SKN7
SOD1,YAP1
SOD2,MSN2
SOD2,SKN7
SOD2,YAP1
SOF1,ABF1
SOH1,MSN2
SOK1,YRM1
SOK2,STE12
SOK2,TEC1
SOK2,TUP1
SOL1,SFP1
SOL1,SKO1
SOM1,CIN5
SOM1,SOK2
SOM1,STE12
SOP4,RAP1
SPB1,ABF1
SPB1,REB1
SPB1,STE12
SPB1,YOX1
SPB1,ZAP1
SPC2,FLO8
SPE2,CBF1
SPE2,RAP1
SPE2,REB1
SPG5,BAS1
SPI1,ADR1
SPI1,MCM1
SPI1,MSN2
SPI1,SKN7
SPI1,SOK2
SPI1,STE12
SPI1,TEC1
SPO12,YOX1
SPO14,STE12
SPO14,TEC1
SPO73,FHL1
SPO73,STE12
SPP2,STE12
SPP41,ABF1
SPS18,OAF1
SPS18,SUM1
SPT15,YAP1
SPT2,STE12
SPT20,RAP1
SPT21,MBP1
SPT7,STE12
SPT8,MSN2
SPT8,STE12
SRL1,CIN5
SRL1,MCM1
SRL1,RAP1
SRL1,SOK2
SRL1,SWI4
SRL1,SWI6
SRL1,TEC1
SRL3,RLM1
SRL3,STE12
SRL3,TEC1
SRM1,TUP1
SRO77,STE12
SRP1,ABF1
SRP1,BAS1
SRP40,RAP1
SRP40,STE12
SRP40,SWI4
SRY1,ABF1
SSA1,ABF1
SSA1,HSF1
SSA1,MSN2
SSA1,RAP1
SSA1,SKN7
SSA1,YAP1
SSA2,HSF1
SSA2,MSN2
SSA2,STE12
SSA2,YAP1
SSA3,HSF1
SSA3,RAP1
SSA3,STE12
SSA4,CIN5
SSA4,HSF1
