tf,relation,substrate
IXR1,regulates,HXT5
YAP1,regulates,HXT5
SOK2,regulates,HXT5
MSN2,regulates,HXT5
SKO1,regulates,HXT5
RAP1,regulates,HXT5
PIP2,regulates,HXT5
STE12,regulates,YHR097C
SOK2,regulates,YHR097C
MSN2,regulates,YHR097C
RAP1,regulates,YHR097C
CBF1,regulates,SFB3
MCM1,regulates,SFB3
MET32,regulates,BIG1
ABF1,regulates,BIG1
MET32,regulates,KIC1
HSF1,regulates,GRE3
MSN4,regulates,GRE3
MSN2,regulates,GRE3
YHP1,regulates,ERP5
ABF1,regulates,UBA4
MET32,regulates,YHR112C
CBF1,regulates,YHR112C
MET4,regulates,YHR112C
GCN4,regulates,12.0
GCN4,regulates,CIA2
RAP1,regulates,CIA2
ABF1,regulates,EPT1
RAP1,regulates,EPT1
STE12,regulates,NDT80
STE12,regulates,YHR127W
SWI5,regulates,FUR1
RAP1,regulates,FUR1
ASH1,regulates,YCK1
MSN2,regulates,YCK1
PHO2,regulates,SPL2
MET32,regulates,SPL2
ARO80,regulates,SPL2
GAT1,regulates,SPL2
PHO4,regulates,SPL2
STE12,regulates,SPL2
CBF1,regulates,SPL2
IFH1,regulates,SPL2
MSN2,regulates,SPL2
MET4,regulates,SPL2
INO4,regulates,SPL2
UME6,regulates,ARO9
ARO80,regulates,ARO9
PHO4,regulates,ARO9
STE12,regulates,ARO9
ABF1,regulates,ARO9
YAP1,regulates,ARO9
MSN2,regulates,ARO9
MCM1,regulates,ARO9
MOT3,regulates,ARO9
SWI5,regulates,YHR138C
AFT1,regulates,YHR138C
XBP1,regulates,YHR138C
SOK2,regulates,YHR138C
MSN2,regulates,YHR138C
STE12,regulates,SPS100
MSN4,regulates,SPS100
SOK2,regulates,SPS100
MSN2,regulates,SPS100
HOT1,regulates,SPS100
SKO1,regulates,SPS100
CIN5,regulates,SPS100
STE12,regulates,YHR140W
SOK2,regulates,YHR140W
MSN2,regulates,YHR140W
RAP1,regulates,RPL42b
DAL82,regulates,RPL42b
TEC1,regulates,CHS7
MBP1,regulates,CHS7
STE12,regulates,CHS7
RAP1,regulates,CHS7
SWI5,regulates,DSE2
STE12,regulates,DSE2
FKH1,regulates,DSE2
ACE2,regulates,DSE2
RLM1,regulates,DSE2
PIP2,regulates,RPC10
STE12,regulates,YHR145C
ABF1,regulates,YHR145C
MBP1,regulates,SKG6
STE12,regulates,SKG6
MSN2,regulates,SKG6
PIP2,regulates,SKG6
STE12,regulates,PEX28
MSN2,regulates,PEX28
STE12,regulates,MTC6
YOX1,regulates,SPO12
UME6,regulates,SPO16
RFX1,regulates,RTT107
INO4,regulates,RTT107
INO4,regulates,YSP1
STE12,regulates,LIN1
MSN2,regulates,LIN1
MSN4,regulates,REC104
MSN2,regulates,REC104
INO4,regulates,REC104
YRM1,regulates,KEL1
YHP1,regulates,PEX18
GCN4,regulates,YAP1801
MSN2,regulates,YAP1801
GCN4,regulates,MPC2
ABF1,regulates,PRP8
ASH1,regulates,DBP8
YAP1,regulates,DBP8
AFT1,regulates,NMD3
YAP1,regulates,NMD3
HSF1,regulates,ENO2
ZAP1,regulates,ENO2
SOK2,regulates,ENO2
GCR2,regulates,ENO2
RAP1,regulates,ENO2
GCR1,regulates,ENO2
MAC1,regulates,CTR2
STE12,regulates,YHR177W
MSN2,regulates,YHR177W
CIN5,regulates,YHR177W
YAP1,regulates,STB5
STE12,regulates,OYE2
SIP4,regulates,OYE2
ABF1,regulates,OYE2
YAP1,regulates,OYE2
ARG81,regulates,OYE2
SUM1,regulates,GND1
YAP1,regulates,GND1
RAP1,regulates,GND1
CIN5,regulates,GND1
SUM1,regulates,1.0
YAP1,regulates,1.0
SUM1,regulates,PFS1
MSN2,regulates,PFS1
STE12,regulates,KOG1
SWI5,regulates,PTH1
ASH1,regulates,ERG9
HAP1,regulates,ERG9
MSN2,regulates,ERG9
ACE2,regulates,EGD2
ROX1,regulates,EGD2
ZAP1,regulates,MDM31
ACE2,regulates,MDM31
SOK2,regulates,MDM31
ACE2,regulates,NVJ1
ABF1,regulates,UTP9
PDR1,regulates,RIX1
STE12,regulates,AIM18
PUT3,regulates,AIM46
TOS8,regulates,RPN10
PUT3,regulates,RPN10
ABF1,regulates,RPN10
MSN2,regulates,RPN10
SOK2,regulates,YHR202W
TUP1,regulates,RPS4b
SFP1,regulates,RPS4b
RAP1,regulates,RPS4b
IFH1,regulates,MNL1
CIN5,regulates,SCH9
SOK2,regulates,SKN7
DAL82,regulates,SKN7
PHD1,regulates,BAT1
TUP1,regulates,YHR210C
PHO4,regulates,YHR210C
CIN5,regulates,YHR210C
STE12,regulates,YHR212C
STE12,regulates,YHR214W
MSN2,regulates,PHO12
RAP1,regulates,IMD2
STE12,regulates,YHR217C
SWI4,regulates,YHR218W
SOK2,regulates,YHR218W
MBP1,regulates,YHR219W
SWI4,regulates,YHR219W
SOK2,regulates,YIL177C
SWI5,regulates,YIL174W
GAL4,regulates,YIL174W
MSN4,regulates,VTH1
PDR3,regulates,IMA3
TEC1,regulates,IMA3
TUP1,regulates,IMA3
YAP6,regulates,IMA3
PDR1,regulates,IMA3
MIG1,regulates,IMA3
STE12,regulates,IMA3
YAP1,regulates,IMA3
MSN2,regulates,IMA3
RPN4,regulates,YIL169C
ADR1,regulates,YIL169C
STE12,regulates,YIL169C
YAP1,regulates,YIL169C
SOK2,regulates,YIL169C
FLO8,regulates,YIL168W
YAP1,regulates,YIL168W
YAP1,regulates,SDL1
STE12,regulates,YIL166C
MET32,regulates,YIL165C
GCN4,regulates,YIL165C
MET4,regulates,YIL165C
GCN4,regulates,NIT1
STE12,regulates,NIT1
MIG1,regulates,SUC2
MIG2,regulates,SUC2
MSN4,regulates,SUC2
MSN2,regulates,SUC2
CIN5,regulates,SUC2
OAF1,regulates,POT1
ADR1,regulates,POT1
YHP1,regulates,POT1
STE12,regulates,POT1
PIP2,regulates,POT1
STE12,regulates,BNR1
ASH1,regulates,AIM20
ADR1,regulates,GUT2
FHL1,regulates,GUT2
IFH1,regulates,RPL40a
SFP1,regulates,RPL40a
RAP1,regulates,RPL40a
TYE7,regulates,RPL40a
UME6,regulates,PAN6
UME6,regulates,TID3
ABF1,regulates,SSL2
TEC1,regulates,YIL141W
STE12,regulates,YIL141W
ASH1,regulates,YIL141W
TEC1,regulates,AXL2
STE12,regulates,AXL2
YOX1,regulates,AXL2
MSS11,regulates,AXL2
ABF1,regulates,TPM2
STE12,regulates,TMA108
PHO4,regulates,OM45
STE12,regulates,OM45
CIN5,regulates,OM45
YRM1,regulates,VHS2
YAP5,regulates,RPL16a
IFH1,regulates,RPL16a
SFP1,regulates,RPL16a
RAP1,regulates,RPL16a
RAP1,regulates,CSM2
CBF1,regulates,RRT14
AFT1,regulates,KGD1
TEC1,regulates,SIM1
TUP1,regulates,SIM1
SWI4,regulates,SIM1
STE12,regulates,SIM1
ASH1,regulates,SIM1
SOK2,regulates,SIM1
MSN2,regulates,SIM1
MCM1,regulates,SIM1
CIN5,regulates,SIM1
RLM1,regulates,SIM1
STE12,regulates,POG1
SOK2,regulates,POG1
MSN2,regulates,POG1
MCM1,regulates,POG1
REB1,regulates,QDR2
PHO4,regulates,QDR2
STE12,regulates,QDR2
RAP1,regulates,QDR2
OAF1,regulates,QDR1
STE12,regulates,QDR1
PIP2,regulates,QDR1
TEC1,regulates,RPI1
NRG1,regulates,RPI1
FLO8,regulates,RPI1
STE12,regulates,RPI1
SKN7,regulates,RPI1
CBF1,regulates,RPI1
YAP1,regulates,RPI1
SOK2,regulates,RPI1
MSN2,regulates,RPI1
MOT3,regulates,RPI1
RAP1,regulates,RPI1
ROX1,regulates,RPI1
FHL1,regulates,RPI1
CAD1,regulates,RHO3
CBF1,regulates,RHO3
SKO1,regulates,RHO3
TEC1,regulates,PRM5
TUP1,regulates,PRM5
GCN4,regulates,PRM5
STE12,regulates,PRM5
CBF1,regulates,PRM5
ABF1,regulates,PRM5
YAP1,regulates,PRM5
SOK2,regulates,PRM5
MSN2,regulates,PRM5
SKO1,regulates,PRM5
REB1,regulates,HIS5
GCN4,regulates,HIS5
CBF1,regulates,HIS5
ABF1,regulates,HIS5
BAS1,regulates,HIS5
SOK2,regulates,HIS5
CBF1,regulates,NUP159
SKN7,regulates,POR2
SOK2,regulates,POR2
STE12,regulates,1.0
MSN2,regulates,1.0
SOK2,regulates,HOS4
IXR1,regulates,COX5b
ROX1,regulates,COX5b
SKO1,regulates,YIL108W
MCM1,regulates,PFK26
YOX1,regulates,MOB1
1.0,regulates,YIL102C
MAC1,regulates,YIL102C
MSN2,regulates,YIL102C
ROX1,regulates,YIL102C
NRG1,regulates,XBP1
SWI4,regulates,XBP1
SKN7,regulates,XBP1
SOK2,regulates,XBP1
MSN2,regulates,XBP1
CIN5,regulates,XBP1
ROX1,regulates,XBP1
FHL1,regulates,XBP1
PIP2,regulates,YIL100W
ROX1,regulates,YIL100W
PDR3,regulates,SGA1
NRG1,regulates,SGA1
STE12,regulates,SGA1
SKN7,regulates,SGA1
SOK2,regulates,SGA1
MSN2,regulates,SGA1
MOT3,regulates,SGA1
RAP1,regulates,SGA1
CIN5,regulates,SGA1
ROX1,regulates,SGA1
NRG1,regulates,FMC1
TEC1,regulates,YIL096C
MSN2,regulates,YIL096C
TEC1,regulates,PRK1
STE12,regulates,PRK1
UME6,regulates,UTP25
ABF1,regulates,UTP25
YAP1,regulates,UTP25
UME6,regulates,ICE2
YRM1,regulates,AVT7
CBF1,regulates,AIM19
MSN2,regulates,CAB2
STE12,regulates,AIR1
MCM1,regulates,YIL077C
RPN4,regulates,RPN2
MSN2,regulates,RPN2
MET32,regulates,SER33
CBF1,regulates,SER33
IME1,regulates,HOP1
ABF1,regulates,HOP1
BAS1,regulates,HOP1
MCM1,regulates,MAM33
SFP1,regulates,RPS24b
RAP1,regulates,RPS24b
PIP2,regulates,RPS24b
STE12,regulates,YIL067C
SWI4,regulates,RNR3
RFX1,regulates,RNR3
YOX1,regulates,RNR3
STE12,regulates,SNP1
STB5,regulates,YIL060W
ADR1,regulates,RGI2
1.0,regulates,RGI2
YAP1,regulates,RGI2
SOK2,regulates,RGI2
MSN2,regulates,RGI2
RAP1,regulates,RGI2
CIN5,regulates,RGI2
PDR3,regulates,VHR1
GCN4,regulates,VHR1
PDR1,regulates,VHR1
STE12,regulates,VHR1
SOK2,regulates,VHR1
MSN2,regulates,VHR1
CIN5,regulates,VHR1
TUP1,regulates,YIL055C
STE12,regulates,YIL055C
SOK2,regulates,YIL055C
MSN2,regulates,YIL055C
INO4,regulates,YIL055C
YRM1,regulates,YIL055C
STE12,regulates,YIL054W
GCN4,regulates,RHR2
ABF1,regulates,RHR2
SOK2,regulates,RHR2
MSN2,regulates,RHR2
RAP1,regulates,RHR2
IFH1,regulates,RPL34b
SFP1,regulates,RPL34b
RAP1,regulates,RPL34b
RAP1,regulates,MMF1
RAP1,regulates,PCL7
ABF1,regulates,DFG10
ABF1,regulates,NEO1
RAP1,regulates,NEO1
MSN2,regulates,SYG1
MET32,regulates,MET30
MET28,regulates,MET30
CBF1,regulates,MET30
MSN2,regulates,MET30
MET4,regulates,MET30
RAP1,regulates,MET30
YAP1,regulates,PIG2
SOK2,regulates,PIG2
MSN2,regulates,PIG2
ABF1,regulates,GVP36
STE12,regulates,PRM2
ABF1,regulates,PRM2
STE12,regulates,CST6
UME6,regulates,BCY1
RAP1,regulates,BCY1
UME6,regulates,YIL032C
UME6,regulates,ULP2
MAL33,regulates,1.0
RAP1,regulates,TIM44
NRG1,regulates,HIS6
RAP1,regulates,FAF1
ABF1,regulates,RPL2b
IFH1,regulates,RPL2b
SFP1,regulates,RPL2b
RAP1,regulates,RPL2b
STE12,regulates,SNL1
TEC1,regulates,BAR1
SWI5,regulates,BAR1
STE12,regulates,BAR1
SWI6,regulates,BAR1
MCM1,regulates,BAR1
STE12,regulates,YIL014C_A
MSN2,regulates,YIL014C_A
FLO8,regulates,PDR11
STE12,regulates,PDR11
RAP1,regulates,PDR11
FLO8,regulates,TIR3
1.0,regulates,TIR3
SOK2,regulates,TIR3
MSN2,regulates,TIR3
RAP1,regulates,TIR3
STE12,regulates,EST3
SWI5,regulates,FAA3
STE12,regulates,FAA3
ACE2,regulates,FAA3
SOK2,regulates,FAA3
ABF1,regulates,CFD1
BAS1,regulates,CFD1
SFP1,regulates,CFD1
STE12,regulates,INP51
RAP1,regulates,YIL001W
SWI5,regulates,AIM21
STE12,regulates,DJP1
MSN2,regulates,PAN1
TYE7,regulates,PAN1
STE12,regulates,DSN1
TUP1,regulates,GAT4
UME6,regulates,GAT4
UME6,regulates,YIR014W
SOK2,regulates,YIR014W
YRM1,regulates,YIR014W
ADR1,regulates,RPR2
STE12,regulates,RPR2
MSN2,regulates,YIR016W
TEC1,regulates,MET28
MET32,regulates,MET28
GCN4,regulates,MET28
PDR1,regulates,MET28
STE12,regulates,MET28
CBF1,regulates,MET28
MSN2,regulates,MET28
MET4,regulates,MET28
MET31,regulates,MET28
TEC1,regulates,YAP5
PDR1,regulates,YAP5
STE12,regulates,YAP5
MET28,regulates,YAP5
TEC1,regulates,FLO11
FLO8,regulates,FLO11
SWI4,regulates,FLO11
PHO4,regulates,FLO11
1.0,regulates,FLO11
STE12,regulates,FLO11
SKN7,regulates,FLO11
PHD1,regulates,FLO11
SOK2,regulates,FLO11
MOT3,regulates,FLO11
RAP1,regulates,FLO11
MSN1,regulates,FLO11
DIG1,regulates,FLO11
ROX1,regulates,FLO11
TEC1,regulates,YIR020C
STE12,regulates,YIR020C
ROX1,regulates,YIR020C
ABF1,regulates,SEC11
ABF1,regulates,DAL81
DAL82,regulates,YVH1
TEC1,regulates,DAL1
SUM1,regulates,DAL1
GCN4,regulates,DAL1
GLN3,regulates,DAL1
STE12,regulates,DAL1
DAL82,regulates,DAL1
TEC1,regulates,DAL4
GLN3,regulates,DAL4
STE12,regulates,DAL4
DAL81,regulates,DAL4
GLN3,regulates,DAL2
STE12,regulates,DAL2
DAL81,regulates,DAL2
GLN3,regulates,DCG1
1.0,regulates,DCG1
TEC1,regulates,DAL7
GLN3,regulates,DAL7
HSF1,regulates,DAL7
DAL81,regulates,DAL7
DAL80,regulates,DAL7
LEU3,regulates,DAL7
RAP1,regulates,DAL7
DAL82,regulates,DAL7
GLN3,regulates,DAL3
DAL81,regulates,DAL3
DAL80,regulates,DAL3
LEU3,regulates,DAL3
HAP2,regulates,2.0
STE12,regulates,2.0
STP1,regulates,LYS1
GCN4,regulates,LYS1
SKN7,regulates,LYS1
MSN4,regulates,IRC24
SOK2,regulates,GTT1
PDR1,regulates,YPS6
STE12,regulates,YPS6
MET32,regulates,YIR042C
RFX1,regulates,YIR042C
RAP1,regulates,YIR042C
INO4,regulates,YIR042C
TUP1,regulates,YJL225C
SWI4,regulates,YJL225C
MSN4,regulates,YJL225C
SOK2,regulates,YJL225C
SOK2,regulates,PAU1
YOX1,regulates,VTH2
MSN4,regulates,IMA4
YAP1,regulates,IMA4
MSN2,regulates,IMA4
PDR3,regulates,HXT9
PDR1,regulates,HXT9
1.0,regulates,HXT9
STE12,regulates,HXT9
ROX1,regulates,HXT9
OAF1,regulates,YJL218W
RAP1,regulates,YJL218W
ACE2,regulates,REE1
MAC1,regulates,REE1
MSN2,regulates,REE1
TEC1,regulates,IMA5
TEC1,regulates,HXT8
SOK2,regulates,HXT8
YHP1,regulates,YJL213W
STE12,regulates,YJL213W
RFX1,regulates,YJL213W
RAP1,regulates,YJL213W
MET32,regulates,OPT1
MET28,regulates,OPT1
ABF1,regulates,OPT1
MET4,regulates,OPT1
RAP1,regulates,OPT1
MET31,regulates,OPT1
ABF1,regulates,ECM25
GCN4,regulates,ACO2
MSN2,regulates,ACO2
RAP1,regulates,ACO2
MBP1,regulates,ELO1
NRG1,regulates,ELO1
FLO8,regulates,ELO1
SWI4,regulates,ELO1
2.0,regulates,ELO1
ASH1,regulates,ELO1
SWI6,regulates,ELO1
MSN2,regulates,ELO1
GCR2,regulates,ELO1
TEC1,regulates,CDC6
MBP1,regulates,CDC6
SWI5,regulates,CDC6
SWI4,regulates,CDC6
MSN2,regulates,CDC6
MCM1,regulates,CDC6
GCR2,regulates,CDC6
RAP1,regulates,SOP4
ABF1,regulates,RPS14b
IFH1,regulates,RPS14b
SFP1,regulates,RPS14b
RAP1,regulates,RPS14b
FKH1,regulates,RPS22a
YAP5,regulates,RPS22a
IFH1,regulates,RPS22a
RAP1,regulates,RPS22a
FKH1,regulates,RPL39
IFH1,regulates,RPL39
STE12,regulates,BUD19
TEC1,regulates,SWE1
STE12,regulates,SWE1
TEC1,regulates,MNN5
CBF1,regulates,MNN5
ABF1,regulates,GON7
ABF1,regulates,MNN11
YRM1,regulates,PFD1
GAT3,regulates,ATG27
IFH1,regulates,RPL17b
SFP1,regulates,RPL17b
RAP1,regulates,RPL17b
FHL1,regulates,RPL17b
ABF1,regulates,SWI3
ABF1,regulates,KRE9
GLN3,regulates,CPS1
MSN2,regulates,YJL171C
STE12,regulates,ASG7
YAP5,regulates,ASG7
STE12,regulates,YJL169W
STE12,regulates,SET2
ABF1,regulates,SET2
CBF1,regulates,ERG20
INO4,regulates,ERG20
CBF1,regulates,QCR8
ABF1,regulates,QCR8
MSN2,regulates,HAL5
YRM1,regulates,HAL5
YAP1,regulates,TPK1
MSN2,regulates,TPK1
STE12,regulates,YJL163C
STE12,regulates,JJJ2
PHO2,regulates,FMP33
PDR1,regulates,FMP33
STE12,regulates,FMP33
ABF1,regulates,FMP33
MSN2,regulates,FMP33
CIN5,regulates,FMP33
FLO8,regulates,YJL160C
ACE2,regulates,YJL160C
RLM1,regulates,YJL160C
SWI5,regulates,HSP150
ABF1,regulates,HSP150
ACE2,regulates,HSP150
YAP1,regulates,HSP150
PIP2,regulates,HSP150
RLM1,regulates,HSP150
REB1,regulates,CIS3
TEC1,regulates,CIS3
SWI4,regulates,CIS3
PHO4,regulates,CIS3
SKN7,regulates,CIS3
CBF1,regulates,CIS3
PHD1,regulates,CIS3
SWI6,regulates,CIS3
MCM1,regulates,CIS3
RAP1,regulates,CIS3
RLM1,regulates,CIS3
STE12,regulates,FAR1
MCM1,regulates,FAR1
OAF1,regulates,INO1
INO2,regulates,INO1
UME6,regulates,INO1
MSN2,regulates,INO1
INO4,regulates,INO1
CBF1,regulates,SNA3
INO4,regulates,SNA3
FHL1,regulates,SNA3
MAC1,regulates,DAS1
YHP1,regulates,RPA34
GCN4,regulates,RPA34
HSF1,regulates,RPA34
ACE2,regulates,RPA34
SFP1,regulates,RPA34
MSN2,regulates,RPA34
MCM1,regulates,RPA34
RAP1,regulates,RPA34
PIP2,regulates,RPA34
RLM1,regulates,RPA34
TEC1,regulates,SFH5
STE12,regulates,SFH5
ABF1,regulates,SFH5
HSF1,regulates,YJL144W
STE12,regulates,YJL144W
MSN2,regulates,YAK1
STE12,regulates,RPB4
MSN2,regulates,RPB4
CBF1,regulates,RPS21b
IFH1,regulates,RPS21b
SFP1,regulates,RPS21b
MSN2,regulates,RPS21b
RAP1,regulates,RPS21b
CIN5,regulates,RPS21b
CBF1,regulates,LCB3
RFX1,regulates,LCB3
SFP1,regulates,LCB3
RAP1,regulates,LCB3
STE12,regulates,SPT10
STB5,regulates,RPE1
ABF1,regulates,RPE1
PHO4,regulates,YJL119C
ABF1,regulates,YJL119C
PHO4,regulates,PHO86
MBP1,regulates,NCA3
SKN7,regulates,NCA3
CBF1,regulates,NCA3
YAP1,regulates,NCA3
MSN2,regulates,NCA3
MCM1,regulates,NCA3
RAP1,regulates,NCA3
FHL1,regulates,NCA3
YHP1,regulates,ASF1
CBF1,regulates,ASF1
MSN2,regulates,ASF1
RAP1,regulates,ASF1
TEC1,regulates,MDV1
STE12,regulates,MDV1
GAT1,regulates,GZF3
YAP1,regulates,UTP10
STE12,regulates,PRM10
ABF1,regulates,PRM10
SKO1,regulates,PRM10
RLM1,regulates,PRM10
SKN7,regulates,YJL107C
SOK2,regulates,YJL107C
MSN2,regulates,YJL107C
CIN5,regulates,YJL107C
RLM1,regulates,YJL107C
STE12,regulates,IME2
YAP5,regulates,IME2
IME1,regulates,IME2
TEC1,regulates,SET4
STE12,regulates,SET4
YOX1,regulates,SET4
STE12,regulates,PAM16
UME6,regulates,GSM1
STE12,regulates,GSM1
UME6,regulates,MEF2
SKN7,regulates,GSH1
FKH1,regulates,GSH1
CBF1,regulates,GSH1
BAS1,regulates,GSH1
YAP1,regulates,GSH1
MSN2,regulates,GSH1
MET4,regulates,GSH1
CIN5,regulates,GSH1
CIN5,regulates,LSB6
RAP1,regulates,PHS1
RAP1,regulates,MRPL49
STE12,regulates,YJL028W
RAP1,regulates,YJL028W
RAP1,regulates,YJL027C
RFX1,regulates,RNR2
RAP1,regulates,RNR2
STE12,regulates,PET130
GLN3,regulates,YJL022W
YRM1,regulates,YJL022W
RAP1,regulates,BBC1
MSN2,regulates,YJL016W
PHO4,regulates,VTC4
STE12,regulates,NOP9
STE12,regulates,YJL007C
MSN2,regulates,CTK2
MSN2,regulates,CYR1
HAP2,regulates,COX16
REB1,regulates,PRE3
RPN4,regulates,PRE3
PDR1,regulates,PRE3
CIN5,regulates,AVT1
YOX1,regulates,YJR003C
STE12,regulates,SAG1
INO4,regulates,MHO1
PDR1,regulates,TDH2
ABF1,regulates,TDH2
GCR2,regulates,TDH2
RAP1,regulates,TDH2
TYE7,regulates,TDH2
MET32,regulates,MET3
STE12,regulates,MET3
CBF1,regulates,MET3
ABF1,regulates,MET3
MET4,regulates,MET3
RAP1,regulates,MET3
YAP1,regulates,YJR011C
HAL9,regulates,YJR011C
9.0,regulates,YJR015W
GCN4,regulates,ILV3
STE12,regulates,ILV3
LEU3,regulates,ILV3
ADR1,regulates,TES1
STE12,regulates,TES1
PIP2,regulates,YJR020W
TEC1,regulates,BNA1
SUM1,regulates,BNA1
GCN4,regulates,BNA1
STE12,regulates,BNA1
RAP1,regulates,BNA1
YRM1,regulates,YJR030C
STE12,regulates,GEF1
ABF1,regulates,NUP85
MSS11,regulates,NUP85
YAP5,regulates,VPS55
ARR1,regulates,VPS55
HSF1,regulates,SSC1
ABF1,regulates,SSC1
HSF1,regulates,TAH11
ABF1,regulates,TAH11
ACE2,regulates,TAH11
MSN2,regulates,TAH11
STE12,regulates,ANB1
MSN4,regulates,ANB1
HAP1,regulates,ANB1
MOT3,regulates,ANB1
ROX1,regulates,ANB1
HAP3,regulates,CYC1
HSF1,regulates,CYC1
HAP2,regulates,CYC1
STE12,regulates,CYC1
HAP4,regulates,CYC1
ABF1,regulates,CYC1
HAP1,regulates,CYC1
YAP1,regulates,CYC1
MOT3,regulates,CYC1
RAP1,regulates,CYC1
HAP5,regulates,CYC1
STE12,regulates,OSM1
STE12,regulates,RAD7
STE12,regulates,KCH1
MSN2,regulates,KCH1
MCM1,regulates,KCH1
SOK2,regulates,HIT1
MSN2,regulates,PTK2
PHO4,regulates,CBF1
ABF1,regulates,NTA1
REB1,regulates,3.0
YRM1,regulates,RFC2
OAF1,regulates,YJR071W
PHO4,regulates,OPI3
RAP1,regulates,OPI3
INO4,regulates,OPI3
RAP1,regulates,MOG1
RAP1,regulates,HOC1
ABF1,regulates,MIR1
HAP5,regulates,MIR1
HAP3,regulates,BNA2
SUM1,regulates,BNA2
ABF1,regulates,BNA2
MSN2,regulates,BNA2
FHL1,regulates,BNA2
SUM1,regulates,YJR079W
STE12,regulates,YJR079W
ABF1,regulates,YJR087W
ABF1,regulates,BIR1
STE12,regulates,JSN1
ASH1,regulates,JSN1
RAP1,regulates,JSN1
STE12,regulates,BUD4
ASH1,regulates,BUD4
STE12,regulates,FIP1
ABF1,regulates,FIP1
ADR1,regulates,IME1
SOK2,regulates,IME1
MSN2,regulates,IME1
RAP1,regulates,IME1
TEC1,regulates,RPL43b
SFP1,regulates,RPL43b
SOK2,regulates,RPL43b
RAP1,regulates,RPL43b
CIN5,regulates,RPL43b
PIP2,regulates,RPL43b
STE12,regulates,SFC1
ABF1,regulates,SFC1
ECM22,regulates,RSM26
SOK2,regulates,URA8
INO4,regulates,URA8
2.0,regulates,SOD1
SKN7,regulates,SOD1
ABF1,regulates,SOD1
YAP1,regulates,SOD1
MSN2,regulates,SOD1
GCN4,regulates,CPA2
YAP1,regulates,CPA2
MSN2,regulates,CPA2
TEC1,regulates,YMR1
STE12,regulates,YMR1
YAP1,regulates,YMR1
INO4,regulates,YMR1
GCN4,regulates,YJR111C
TEC1,regulates,RSM7
MSN2,regulates,RSM7
TEC1,regulates,YJR115W
STE12,regulates,YJR115W
ABF1,regulates,YJR115W
SOK2,regulates,YJR115W
MSN2,regulates,YJR115W
ABF1,regulates,TDA4
MSN4,regulates,ILM1
MSN2,regulates,ILM1
MSN2,regulates,JHD2
STE12,regulates,YJR120W
MSN2,regulates,YJR120W
HAP2,regulates,ATP2
HAP4,regulates,ATP2
RDS2,regulates,ATP2
IFH1,regulates,IBA57
YAP1,regulates,IBA57
CIN5,regulates,IBA57
FHL1,regulates,IBA57
IFH1,regulates,RPS5
SFP1,regulates,RPS5
RAP1,regulates,RPS5
TEC1,regulates,RSF2
STE12,regulates,RSF2
ABF1,regulates,RSF2
SOK2,regulates,RSF2
CIN5,regulates,RSF2
RAP1,regulates,NMD5
RAP1,regulates,TIM8
MET32,regulates,MET5
AFT1,regulates,MET5
CBF1,regulates,MET5
ABF1,regulates,MET5
SOK2,regulates,MET5
MET4,regulates,MET5
TYE7,regulates,MET5
MET31,regulates,MET5
SOK2,regulates,IML1
RAP1,regulates,HOM6
HMS1,regulates,HOM6
ACE2,regulates,MGM101
SFP1,regulates,MGM101
GCN4,regulates,RPS4a
PHO4,regulates,RPS4a
ACE2,regulates,RPS4a
IFH1,regulates,RPS4a
SFP1,regulates,RPS4a
MET4,regulates,RPS4a
RAP1,regulates,RPS4a
TUP1,regulates,YJR146W
GCN4,regulates,YJR146W
STE12,regulates,YJR146W
ABF1,regulates,YJR146W
ACE2,regulates,YJR146W
RAP1,regulates,YJR146W
CIN5,regulates,YJR146W
GCN4,regulates,HMS2
STE12,regulates,HMS2
XBP1,regulates,HMS2
CBF1,regulates,HMS2
ABF1,regulates,HMS2
ACE2,regulates,HMS2
IFH1,regulates,HMS2
MSN2,regulates,HMS2
RAP1,regulates,HMS2
PIP2,regulates,HMS2
FHL1,regulates,HMS2
RTG3,regulates,BAT2
TEC1,regulates,BAT2
ADR1,regulates,BAT2
GLN3,regulates,BAT2
TOS8,regulates,BAT2
STB5,regulates,BAT2
SKN7,regulates,BAT2
HMS2,regulates,BAT2
ABF1,regulates,BAT2
ACE2,regulates,BAT2
CIN5,regulates,BAT2
RDS2,regulates,BAT2
HAP2,regulates,YJR149W
ABF1,regulates,YJR149W
ACE2,regulates,YJR149W
STE12,regulates,DAN1
ABF1,regulates,DAN1
SPT23,regulates,DAN4
YAP1,regulates,DAN4
SOK2,regulates,DAN4
RAP1,regulates,DAN4
YRM1,regulates,DAN4
GCN4,regulates,DAL5
GLN3,regulates,DAL5
GAT1,regulates,DAL5
TEC1,regulates,PGU1
STE12,regulates,PGU1
CIN5,regulates,YJR154W
STE12,regulates,AAD10
SOK2,regulates,AAD10
TUP1,regulates,YJR157W
TUP1,regulates,HXT16
MIG3,regulates,HXT16
RIM101,regulates,HXT16
MOT3,regulates,HXT16
PHD1,regulates,SOR1
MOT3,regulates,SOR1
USV1,regulates,SOR1
STE12,regulates,YKL225W
MSN4,regulates,YKL223W
STE12,regulates,MCH2
RPN4,regulates,FRE2
AFT1,regulates,FRE2
STE12,regulates,FRE2
YAP1,regulates,FRE2
ABF1,regulates,SRY1
ADR1,regulates,JEN1
ABF1,regulates,JEN1
BAS1,regulates,JEN1
MSN2,regulates,JEN1
CAT8,regulates,JEN1
RTG3,regulates,URA1
