tf,relation,substrate
RAP1,regulates,GPM1
GCR1,regulates,GPM1
ACE2,regulates,YKL151C
RAP1,regulates,YKL151C
ACE2,regulates,MCR1
SKO1,regulates,MCR1
HAP4,regulates,SDH1
RPN4,regulates,RPT1
ABF1,regulates,RPC25
SKO1,regulates,RPC25
ABF1,regulates,LTV1
SKN7,regulates,MRP8
SPT23,regulates,MRP8
ABF1,regulates,APL2
YAP6,regulates,RMA1
CIN5,regulates,RMA1
YRM1,regulates,RMA1
CIN5,regulates,YKL131W
STE12,regulates,PMU1
STE12,regulates,PGM1
MSN2,regulates,PGM1
CAD1,regulates,OAC1
RPH1,regulates,OAC1
STB5,regulates,OAC1
DAL81,regulates,OAC1
BAS1,regulates,OAC1
MSN2,regulates,OAC1
MSN2,regulates,SBA1
MAL33,regulates,RAD27
MBP1,regulates,RAD27
TEC1,regulates,KTI12
CBF1,regulates,KTI12
PDR1,regulates,HAP4
STE12,regulates,HAP4
CBF1,regulates,HAP4
YAP1,regulates,HAP4
SOK2,regulates,HAP4
MSN2,regulates,HAP4
MET4,regulates,HAP4
RAP1,regulates,HAP4
ROX1,regulates,HAP4
TEC1,regulates,GFA1
SWI4,regulates,GFA1
MSN2,regulates,GFA1
MCM1,regulates,GFA1
TEC1,regulates,APE1
MBP1,regulates,APE1
PHO2,regulates,APE1
GCN4,regulates,APE1
GLN3,regulates,APE1
SWI4,regulates,APE1
AFT1,regulates,APE1
STE12,regulates,APE1
YAP1,regulates,APE1
MSN2,regulates,APE1
AFT2,regulates,APE1
TEC1,regulates,HSL1
STE12,regulates,HSL1
MSN2,regulates,HSL1
CIN5,regulates,HSL1
STE12,regulates,MTC2
PHD1,regulates,MTC2
TEC1,regulates,YKL097C
TUP1,regulates,YKL097C
STE12,regulates,YKL097C
RAP1,regulates,YKL097C
OAF1,regulates,CWP2
MBP1,regulates,CWP2
SWI4,regulates,CWP2
PDR1,regulates,CWP2
SKN7,regulates,CWP2
SWI6,regulates,CWP2
SOK2,regulates,CWP2
DAL82,regulates,CWP2
RLM1,regulates,CWP2
TEC1,regulates,CWP1
SMP1,regulates,CWP1
MET32,regulates,CWP1
SWI4,regulates,CWP1
PDR1,regulates,CWP1
STE12,regulates,CWP1
SPT23,regulates,CWP1
SWI6,regulates,CWP1
SOK2,regulates,CWP1
MSN2,regulates,CWP1
MET4,regulates,CWP1
SKO1,regulates,CWP1
RAP1,regulates,CWP1
RLM1,regulates,CWP1
TEC1,regulates,YJU2
STE12,regulates,YJU2
ABF1,regulates,YJU3
PDR1,regulates,YKL091C
STE12,regulates,YKL091C
SOK2,regulates,YKL091C
YAP1,regulates,CUE2
SOK2,regulates,CUE2
YAP1,regulates,CYT2
CAD1,regulates,SRX1
SKN7,regulates,SRX1
YAP1,regulates,SRX1
MSN2,regulates,SRX1
RAP1,regulates,SRX1
CIN5,regulates,SRX1
MSN4,regulates,MDH1
MSN2,regulates,MDH1
RAP1,regulates,MDH1
CIN5,regulates,MDH1
ACE2,regulates,HOT13
RAP1,regulates,HOT13
AFT1,regulates,RRP14
REB1,regulates,TEF4
AFT1,regulates,TEF4
RAP1,regulates,TEF4
TYE7,regulates,VMA5
ASH1,regulates,SMY1
ABF1,regulates,DHR2
GLN3,regulates,LHS1
HAC1,regulates,LHS1
ZAP1,regulates,LHS1
BAS1,regulates,LHS1
STE12,regulates,STB6
MSN4,regulates,YKL071W
ASH1,regulates,YKL071W
SOK2,regulates,YKL071W
MSN2,regulates,YKL071W
ACE2,regulates,NUP100
CIN5,regulates,YNK1
ABF1,regulates,YKL063C
SOK2,regulates,YKL063C
SKN7,regulates,MSN4
SOK2,regulates,MSN4
MSN2,regulates,MSN4
SKO1,regulates,MSN4
RAP1,regulates,MSN4
HAL9,regulates,MSN4
IXR1,regulates,BLI1
TUP1,regulates,FBA1
GCN4,regulates,FBA1
CBF1,regulates,FBA1
GCR2,regulates,FBA1
RAP1,regulates,FBA1
TYE7,regulates,FBA1
RPN4,regulates,DEF1
OAF1,regulates,ASK1
OAF3,regulates,ASK1
CIN5,regulates,ASK1
HSF1,regulates,SFK1
HAP1,regulates,SFK1
YOX1,regulates,SFK1
MSN2,regulates,SFK1
ABF1,regulates,DCW1
STE12,regulates,PRI2
IXR1,regulates,PRI2
RAP1,regulates,PRI2
YAP6,regulates,YKL044W
STE12,regulates,YKL044W
SOK2,regulates,YKL044W
FHL1,regulates,YKL044W
TEC1,regulates,PHD1
SWI4,regulates,PHD1
STE12,regulates,PHD1
SKN7,regulates,PHD1
SPT23,regulates,PHD1
SWI6,regulates,PHD1
YAP1,regulates,PHD1
YOX1,regulates,PHD1
SOK2,regulates,PHD1
MSN2,regulates,PHD1
FHL1,regulates,PHD1
YAP1,regulates,NFU1
MCM1,regulates,NFU1
CAD1,regulates,PTM1
MSN2,regulates,PTM1
RAP1,regulates,PTM1
STE12,regulates,RGT1
STE12,regulates,AIM26
SKN7,regulates,AIM26
MSN2,regulates,AIM26
MSN2,regulates,YKL036C
HSF1,regulates,UGP1
SKN7,regulates,UGP1
MSN2,regulates,UGP1
SKO1,regulates,UGP1
RAP1,regulates,YKL033W_A
CAD1,regulates,TTI1
RAP1,regulates,TTI1
TEC1,regulates,IXR1
STE12,regulates,IXR1
SKN7,regulates,IXR1
SOK2,regulates,IXR1
CIN5,regulates,IXR1
RDS2,regulates,IXR1
ROX1,regulates,IXR1
ABF1,regulates,YKL030W
RAP1,regulates,YKL030W
PDR1,regulates,MAE1
STE12,regulates,MAE1
ABF1,regulates,MAE1
YAP1,regulates,MAE1
SOK2,regulates,MAE1
RAP1,regulates,MAE1
RDS2,regulates,MAE1
RAP1,regulates,TFA1
RPN4,regulates,GPX1
STE12,regulates,GPX1
SFP1,regulates,GPX1
CIN5,regulates,GPX1
STE12,regulates,PAN3
MSN2,regulates,URA6
STE12,regulates,CDC16
ABF1,regulates,CDC16
RAP1,regulates,HCS1
RPN4,regulates,ATP7
GCN4,regulates,ATP7
CBF1,regulates,ATP7
HAP4,regulates,ATP7
RAP1,regulates,ATP7
RPN4,regulates,PUT3
GCN4,regulates,PUT3
ABF1,regulates,URB1
PDR3,regulates,ARC19
DAL81,regulates,CCE1
RPN4,regulates,UFD4
RAP1,regulates,UFD4
HSF1,regulates,MRT4
GCR2,regulates,MRT4
TYE7,regulates,MRT4
9.0,regulates,MRT4
PDR3,regulates,LAC1
PDR1,regulates,LAC1
SKN7,regulates,LAC1
2.0,regulates,LAC1
CBF1,regulates,LAC1
ABF1,regulates,LAC1
MSN2,regulates,LAC1
ROX1,regulates,LAC1
PDR3,regulates,CAP1
MSS11,regulates,CAP1
SKO1,regulates,CAP1
TEC1,regulates,SFT1
PHO2,regulates,SFT1
TEC1,regulates,RPL14a
IFH1,regulates,RPL14a
SFP1,regulates,RPL14a
RAP1,regulates,RPL14a
DAL82,regulates,RPL14a
ABF1,regulates,BYE1
STE12,regulates,MRP17
MET32,regulates,MET14
MET28,regulates,MET14
CBF1,regulates,MET14
SPT23,regulates,MET14
MSN2,regulates,MET14
MET4,regulates,MET14
MAL33,regulates,MRPL13
MAL33,regulates,MEH1
OAF1,regulates,FOX2
UME6,regulates,FOX2
ADR1,regulates,FOX2
ABF1,regulates,FOX2
REB1,regulates,YKR011C
TEC1,regulates,YKR011C
TEC1,regulates,PRY2
SWI4,regulates,PRY2
STE12,regulates,PRY2
SKN7,regulates,PRY2
PHD1,regulates,PRY2
SUM1,regulates,YKR015C
ABF1,regulates,YKR015C
STE12,regulates,DBP7
STE12,regulates,BCH2
ABF1,regulates,SET3
ABF1,regulates,GMH1
TEC1,regulates,SPO14
STE12,regulates,SPO14
STE12,regulates,YKR033C
TEC1,regulates,DAL80
SUM1,regulates,DAL80
GLN3,regulates,DAL80
STE12,regulates,DAL80
DAL80,regulates,DAL80
STE12,regulates,KAE1
CIN5,regulates,KAE1
TEC1,regulates,GAP1
YAP6,regulates,GAP1
GLN3,regulates,GAP1
GZF3,regulates,GAP1
ABF1,regulates,GAP1
YAP1,regulates,GAP1
SOK2,regulates,GAP1
MSN2,regulates,GAP1
CAT8,regulates,GAP1
SKO1,regulates,GAP1
ACE2,regulates,YKR040C
HSF1,regulates,YKR041W
ASH1,regulates,YKR041W
ACE2,regulates,YKR041W
YAP1,regulates,YKR041W
MSN2,regulates,YKR041W
SWI4,regulates,UTH1
STE12,regulates,UTH1
STB5,regulates,UTH1
SKN7,regulates,UTH1
ASH1,regulates,UTH1
ACE2,regulates,UTH1
SFP1,regulates,UTH1
YOX1,regulates,UTH1
SOK2,regulates,UTH1
RAP1,regulates,UTH1
RDS2,regulates,UTH1
SKN7,regulates,SHB17
SKN7,regulates,UIP5
HAP1,regulates,PET10
CIN5,regulates,PET10
ABF1,regulates,YKR047W
YRM1,regulates,TRK2
GCN4,regulates,MRS4
AFT1,regulates,MRS4
MSN4,regulates,MRS4
YAP1,regulates,MRS4
MSN2,regulates,MRS4
AFT2,regulates,MRS4
FKH1,regulates,DYN1
ARG81,regulates,RHO4
SWI4,regulates,TRM2
CBF1,regulates,TRM2
SWI6,regulates,TRM2
ABF1,regulates,RPS21a
SFP1,regulates,RPS21a
RAP1,regulates,RPS21a
TYE7,regulates,RPS21a
TEC1,regulates,KTR2
STE12,regulates,KTR2
YAP1,regulates,KTR2
MSN2,regulates,KTR2
MSN2,regulates,TFA2
STE12,regulates,LAS1
SKN7,regulates,CCP1
MSN4,regulates,CCP1
YAP1,regulates,CCP1
MSN2,regulates,CCP1
CIN5,regulates,CCP1
MSN4,regulates,GPT2
YAP1,regulates,GPT2
MSN2,regulates,GPT2
CBF1,regulates,MET1
LEU3,regulates,MET1
YOX1,regulates,MET1
YAP1,regulates,DRE2
ABF1,regulates,SIS2
STE12,regulates,AIM29
MSN2,regulates,AIM29
CIN5,regulates,AIM29
TUP1,regulates,YKR075C
ADR1,regulates,YKR075C
SKN7,regulates,YKR075C
IXR1,regulates,YKR075C
RGT1,regulates,YKR075C
YAP1,regulates,YKR075C
IXR1,regulates,ECM4
RGT1,regulates,ECM4
YAP1,regulates,ECM4
SOK2,regulates,ECM4
MSN2,regulates,ECM4
BAS1,regulates,TRZ1
MSN4,regulates,MTD1
BAS1,regulates,MTD1
MSN2,regulates,MTD1
RAP1,regulates,OMA1
STE12,regulates,TGL4
MSN2,regulates,TGL4
TEC1,regulates,SRL3
STE12,regulates,SRL3
RLM1,regulates,SRL3
SWI4,regulates,SRP40
STE12,regulates,SRP40
RAP1,regulates,SRP40
THI2,regulates,PTR2
ADR1,regulates,PTR2
GLN3,regulates,PTR2
SWI4,regulates,PTR2
STE12,regulates,PTR2
SKN7,regulates,PTR2
DAL81,regulates,PTR2
YOX1,regulates,PTR2
SOK2,regulates,PTR2
MSN2,regulates,PTR2
SKO1,regulates,PTR2
RAP1,regulates,PTR2
HAL9,regulates,PTR2
CIN5,regulates,PTR2
HIR2,regulates,PTR2
RDS2,regulates,PTR2
9.0,regulates,PTR2
IFH1,regulates,RPL40b
RAP1,regulates,RPL40b
TUP1,regulates,ESL2
STE12,regulates,ESL2
SOK2,regulates,ESL2
GCN4,regulates,PCK1
SOK2,regulates,PCK1
RDS2,regulates,PCK1
FHL1,regulates,PCK1
SIP4,regulates,BAS1
TEC1,regulates,SIR1
TUP1,regulates,SIR1
YAP6,regulates,SIR1
STE12,regulates,SIR1
SFP1,regulates,SIR1
STE12,regulates,FLO10
STE12,regulates,GEX2
SOK2,regulates,GEX2
YHP1,regulates,YLL067C
SWI4,regulates,YLL067C
PDR1,regulates,YLL067C
TOS8,regulates,YLL067C
SWI6,regulates,YLL067C
YOX1,regulates,YLL067C
RAP1,regulates,YLL067C
YHP1,regulates,YLL066C
SWI4,regulates,YLL066C
YOX1,regulates,YLL066C
RAP1,regulates,YLL066C
HAP4,regulates,YLL065W
RAP1,regulates,PAU18
STE12,regulates,MHT1
MET28,regulates,MMP1
CBF1,regulates,MMP1
MET31,regulates,MMP1
STE12,regulates,GTT2
YAP1,regulates,GTT2
MET32,regulates,YLL058W
MET4,regulates,YLL058W
MET32,regulates,JLP1
STE12,regulates,JLP1
YAP1,regulates,YLL056C
SOK2,regulates,YLL056C
AFT1,regulates,YCT1
CBF1,regulates,YCT1
YAP1,regulates,YCT1
SOK2,regulates,YCT1
MSN2,regulates,YCT1
RAP1,regulates,YCT1
CIN5,regulates,YCT1
TEC1,regulates,AQY2
FLO8,regulates,AQY2
STE12,regulates,AQY2
SFL1,regulates,AQY2
AFT1,regulates,FRE6
MSN2,regulates,FRE6
RAP1,regulates,FRE6
YAP1,regulates,LDB18
MSN2,regulates,LDB18
GCN4,regulates,YBT1
UME6,regulates,RNP1
ABF1,regulates,RNP1
TUP1,regulates,RPL8b
SFP1,regulates,RPL8b
RAP1,regulates,RPL8b
MIG1,regulates,FPS1
UME6,regulates,UBI4
HSF1,regulates,UBI4
MSN2,regulates,UBI4
STE12,regulates,ENT4
RAP1,regulates,ENT4
REB1,regulates,RIX7
GLN3,regulates,RIX7
RPH1,regulates,RIX7
ABF1,regulates,RIX7
AFT2,regulates,RIX7
UME6,regulates,YLL030C
PDR3,regulates,TPO1
PDR1,regulates,TPO1
SOK2,regulates,TPO1
YRM1,regulates,TPO1
PIP2,regulates,TPO1
GCN4,regulates,ISA1
HAP2,regulates,ISA1
HSF1,regulates,HSP104
FKH1,regulates,HSP104
MSN4,regulates,HSP104
YAP1,regulates,HSP104
MSN2,regulates,HSP104
ARG80,regulates,HSP104
SKO1,regulates,HSP104
YRM1,regulates,PAU17
HSF1,regulates,SSA2
STE12,regulates,SSA2
MSN4,regulates,SSA2
YAP1,regulates,SSA2
MSN2,regulates,SSA2
HSF1,regulates,POM33
RGT1,regulates,POM33
YAP1,regulates,POM33
MSN2,regulates,KNS1
RAP1,regulates,KNS1
FHL1,regulates,KNS1
SKN7,regulates,COX19
SKN7,regulates,DPS1
XBP1,regulates,DPS1
TEC1,regulates,BPT1
STE12,regulates,PUF3
RFX1,regulates,YEH1
ABF1,regulates,SOF1
PUT3,regulates,PSR1
GCN4,regulates,COX17
YRM1,regulates,DRS1
SUM1,regulates,SPO75
STE12,regulates,SPO75
RAP1,regulates,DNM1
YRM1,regulates,DNM1
YAP1,regulates,NOC3
RAP1,regulates,CMS1
THI2,regulates,THI73
HCM1,regulates,THI73
STE12,regulates,THI73
RAP1,regulates,THI73
RAP1,regulates,SSL1
STE12,regulates,SSK1
MSN2,regulates,SSK1
CIN5,regulates,SSK1
STE12,regulates,TEN1
STE12,regulates,LOT6
SWI5,regulates,YLR012C
RAP1,regulates,YLR012C
STE12,regulates,PPR1
TEC1,regulates,IZH3
XBP1,regulates,IZH3
YOX1,regulates,IZH3
SOK2,regulates,IZH3
RAP1,regulates,IZH3
YRM1,regulates,IZH3
ABF1,regulates,UBR2
GCN4,regulates,AAT2
ABF1,regulates,AAT2
BAS1,regulates,ADE16
RAP1,regulates,ADE16
CIN5,regulates,ADE16
IFH1,regulates,RPL15a
SFP1,regulates,RPL15a
MCM1,regulates,RPL15a
RAP1,regulates,RPL15a
CIN5,regulates,RAD5
AFT1,regulates,SMF3
RFX1,regulates,SMF3
MCM1,regulates,SMF3
MET4,regulates,SMF3
AFT2,regulates,SMF3
ROX1,regulates,SMF3
YRM1,regulates,PAU23
HAP4,regulates,COX12
CIN5,regulates,COX12
STE12,regulates,YLR040C
TEC1,regulates,YLR042C
STE12,regulates,YLR042C
XBP1,regulates,YLR042C
SOK2,regulates,YLR042C
MSN2,regulates,YLR042C
TUP1,regulates,PDC1
ABF1,regulates,PDC1
GCR2,regulates,PDC1
RAP1,regulates,PDC1
GCR1,regulates,PDC1
GCN4,regulates,FRE8
SFP1,regulates,FRE8
YOX1,regulates,FRE8
RAP1,regulates,FRE8
GCN4,regulates,RPS0b
IFH1,regulates,RPS0b
RAP1,regulates,RPS0b
FHL1,regulates,RPS0b
RTG3,regulates,YLR049C
SWI5,regulates,YLR049C
HSF1,regulates,YLR050C
YOX1,regulates,YLR050C
PUT3,regulates,FCF2
ABF1,regulates,FCF2
TEC1,regulates,YLR053C
STE12,regulates,YLR053C
SOK2,regulates,YLR053C
STE12,regulates,SPT8
MSN2,regulates,SPT8
ECM22,regulates,ERG3
HAP1,regulates,ERG3
MSN2,regulates,ERG3
MCM1,regulates,ERG3
RDS2,regulates,ERG3
BAS1,regulates,MNL2
ABF1,regulates,SHM2
BAS1,regulates,SHM2
PDR1,regulates,FRS1
BAS1,regulates,FRS1
AFT1,regulates,RPL22a
STE12,regulates,RPL22a
BAS1,regulates,RPL22a
IFH1,regulates,RPL22a
SFP1,regulates,RPL22a
RAP1,regulates,RPL22a
STE12,regulates,YLR063W
HSF1,regulates,PER33
MET28,regulates,FYV7
STE12,regulates,RFU1
YAP1,regulates,BUD20
YOX1,regulates,BUD20
MSN2,regulates,BUD20
RAP1,regulates,BUD20
IFH1,regulates,RPL10
SFP1,regulates,RPL10
YAP1,regulates,RPL10
RAP1,regulates,RPL10
TUP1,regulates,YLR076C
RAP1,regulates,YLR076C
YAP1,regulates,FMP25
YRM1,regulates,BOS1
SWI5,regulates,SIC1
ACE2,regulates,SIC1
ASH1,regulates,EMP46
GAL4,regulates,GAL2
SUM1,regulates,SRL2
ARR1,regulates,SRL2
STE12,regulates,RAX2
FKH2,regulates,RAX2
CIN5,regulates,ALT1
STE12,regulates,XDJ1
MSN2,regulates,XDJ1
MET32,regulates,SUL2
MET28,regulates,SUL2
CBF1,regulates,SUL2
MET4,regulates,SUL2
STP1,regulates,GIS3
STE12,regulates,GIS3
RAP1,regulates,GIS3
ABF1,regulates,IOC2
UME6,regulates,KIN2
PDR3,regulates,ICT1
PDR1,regulates,ICT1
STE12,regulates,ICT1
MSN2,regulates,ICT1
PDR1,regulates,ERG27
MBP1,regulates,CDC45
SWI6,regulates,CDC45
RAP1,regulates,LCL2
MET31,regulates,SEN2
STE12,regulates,REX3
SPT23,regulates,REX3
STE12,regulates,YLR108C
SKN7,regulates,YLR108C
SPT23,regulates,YLR108C
YAP1,regulates,YLR108C
MSN2,regulates,YLR108C
HSF1,regulates,AHP1
SKN7,regulates,AHP1
CBF1,regulates,AHP1
MSN4,regulates,AHP1
YAP1,regulates,AHP1
MSN2,regulates,AHP1
SKO1,regulates,AHP1
TEC1,regulates,CCW12
FLO8,regulates,CCW12
STE12,regulates,CCW12
YAP1,regulates,CCW12
SOK2,regulates,CCW12
RAP1,regulates,CCW12
YRM1,regulates,CCW12
STE12,regulates,YLR111W
MSN2,regulates,YLR111W
RAP1,regulates,YLR112W
XBP1,regulates,HOG1
PHD1,regulates,HOG1
YAP1,regulates,HOG1
RAP1,regulates,HOG1
UME6,regulates,AVL9
STE12,regulates,AVL9
ABF1,regulates,YLR118C
SWI4,regulates,YPS1
STE12,regulates,YPS1
MSN2,regulates,YPS1
SWI4,regulates,YPS3
STE12,regulates,YPS3
SKN7,regulates,YPS3
TYE7,regulates,YPS3
YRM1,regulates,YLR126C
BAS1,regulates,APC2
SIP4,regulates,DCN1
GLN3,regulates,ZRT2
ZAP1,regulates,ZRT2
ABF1,regulates,ZRT2
MCM1,regulates,ZRT2
FKH2,regulates,ACE2
INO4,regulates,ACE2
STE12,regulates,USB1
INO4,regulates,CKI1
PDC2,regulates,PDC5
STE12,regulates,SLX4
PHO4,regulates,TIS11
AFT1,regulates,TIS11
ZAP1,regulates,TIS11
PUT3,regulates,TIS11
MSN2,regulates,TIS11
AFT2,regulates,TIS11
MET4,regulates,RKM5
AFT2,regulates,RKM5
CBF1,regulates,YLR140W
AFT2,regulates,YLR140W
STE12,regulates,RRN5
RAP1,regulates,RRN5
GLN3,regulates,PUT1
GAT1,regulates,PUT1
CBF1,regulates,PUT1
PUT3,regulates,PUT1
HAP1,regulates,PUT1
RAP1,regulates,PUT1
STE12,regulates,SMD3
CBF1,regulates,YLR149C
STE12,regulates,STM1
YAP1,regulates,PCD1
GCN4,regulates,YLR152C
HAP1,regulates,ACS2
PIP2,regulates,ACS2
STE12,regulates,RNH203
MSN2,regulates,RNH203
CIN5,regulates,RNH203
CBF1,regulates,ASP3_1
MSN2,regulates,ASP3_1
CBF1,regulates,YLR156W
CBF1,regulates,ASP3_2
MSN2,regulates,ASP3_3
REB1,regulates,YLR162W
STE12,regulates,YLR162W
YAP5,regulates,YLR162W
MSN4,regulates,YLR162W
MSN2,regulates,YLR162W
RAP1,regulates,YLR162W
1.0,regulates,MAS1
MSN2,regulates,MAS1
STE12,regulates,SHH4
MSN4,regulates,SHH4
MSN2,regulates,SHH4
STE12,regulates,PUS5
IXR1,regulates,PUS5
SFP1,regulates,SEC10
IFH1,regulates,RPS31
SFP1,regulates,RPS31
RAP1,regulates,RPS31
HMS1,regulates,RPS31
INO2,regulates,UPS2
STE12,regulates,UPS2
INO4,regulates,UPS2
REB1,regulates,YLR171W
CBF1,regulates,YLR173W
CAD1,regulates,YLR177W
ABF1,regulates,TFS1
YAP1,regulates,TFS1
MSN2,regulates,TFS1
FHL1,regulates,TFS1
MET32,regulates,YLR179C
RAP1,regulates,YLR179C
MET31,regulates,YLR179C
MET32,regulates,SAM1
XBP1,regulates,SAM1
SOK2,regulates,SAM1
MET4,regulates,SAM1
RAP1,regulates,SAM1
MET31,regulates,SAM1
STE12,regulates,SWI6
SWI4,regulates,TOS4
IFH1,regulates,RPL37a
SFP1,regulates,RPL37a
RAP1,regulates,RPL37a
SWI4,regulates,EMG1
RAP1,regulates,ATG26
RAP1,regulates,MMR1
AFT2,regulates,HCR1
SWI5,regulates,YLR194C
GCN4,regulates,YLR194C
STE12,regulates,YLR194C
ACE2,regulates,YLR194C
MSN2,regulates,YLR194C
STB5,regulates,PBA1
YRM1,regulates,YLR202C
MSN2,regulates,MSS51
HAP1,regulates,HMX1
AFT2,regulates,HMX1
FKH1,regulates,PNP1
STE12,regulates,TUB4
STB5,regulates,TUB4
SUM1,regulates,CRR1
AFT1,regulates,CRR1
AFT1,regulates,FRE1
SKN7,regulates,FRE1
YAP1,regulates,FRE1
MAC1,regulates,FRE1
MSN2,regulates,FRE1
RAP1,regulates,FRE1
AFT2,regulates,FRE1
HSF1,regulates,CPR6
HSF1,regulates,YLR217W
STE12,regulates,YLR217W
STE12,regulates,COA4
HAP5,regulates,MSC3
YAP5,regulates,CCC1
YHP1,regulates,UTP13
ABF1,regulates,UTP13
TEC1,regulates,ADY4
STE12,regulates,ADY4
MSN2,regulates,ADY4
STE12,regulates,ECM22
ABF1,regulates,ECM22
ABF1,regulates,CDC42
ABF1,regulates,BNA5
RAP1,regulates,BNA5
FHL1,regulates,3.0
TUP1,regulates,YLR236C
THI2,regulates,THI7
ASH1,regulates,THI7
SOK2,regulates,THI7
STE12,regulates,YEF3
RAP1,regulates,YEF3
STE12,regulates,120.0
ADR1,regulates,YLR252W
PDR1,regulates,YLR252W
YAP1,regulates,YLR252W
SKN7,regulates,YLR253W
MSN2,regulates,YLR253W
SOK2,regulates,NDL1
STE12,regulates,YLR255C
YAP1,regulates,YLR255C
YRM1,regulates,YLR255C
STE12,regulates,HAP1
ABF1,regulates,HAP1
HAP1,regulates,HAP1
YAP1,regulates,HAP1
SOK2,regulates,HAP1
RAP1,regulates,HAP1
STE12,regulates,YLR257W
SKN7,regulates,YLR257W
DAL81,regulates,YLR257W
SOK2,regulates,YLR257W
CBF1,regulates,GSY2
IXR1,regulates,GSY2
YAP1,regulates,GSY2
MSN2,regulates,GSY2
HSF1,regulates,HSP60
STE12,regulates,HSP60
ABF1,regulates,HSP60
FKH2,regulates,LCB5
ABF1,regulates,VPS63
UME6,regulates,RED1
TUP1,regulates,RPS28b
SFP1,regulates,RPS28b
RAP1,regulates,RPS28b
CIN5,regulates,RPS28b
RTG3,regulates,PDR8
ADR1,regulates,PDR8
STE12,regulates,PDR8
ADR1,regulates,2.0
GCN4,regulates,2.0
PHO4,regulates,2.0
MSN2,regulates,2.0
RAP1,regulates,SEC22
SPT23,regulates,DCS1
RAP1,regulates,YLR271W
STE12,regulates,YCS4
MSN2,regulates,YCS4
STE12,regulates,PIG1
YOX1,regulates,PIG1
STE12,regulates,MCM5
YOX1,regulates,MCM5
STE12,regulates,SMD2
SWI5,regulates,DBP9
ABF1,regulates,DBP9
YRM1,regulates,YLR278C
TUP1,regulates,YLR279W
RAP1,regulates,YLR280C
YOX1,regulates,YLR281C
MSN2,regulates,YLR283W
OAF1,regulates,ECI1
PIP2,regulates,ECI1
SWI5,regulates,CTS1
STE12,regulates,CTS1
FKH1,regulates,CTS1
ACE2,regulates,CTS1
MSN2,regulates,CTS1
RAP1,regulates,CTS1
PIP2,regulates,CTS1
9.0,regulates,CTS1
STE12,regulates,YLR287C
ACE2,regulates,RPS30a
IFH1,regulates,RPS30a
SFP1,regulates,RPS30a
RAP1,regulates,RPS30a
ACE2,regulates,GUF1
HAP2,regulates,SEC72
ABF1,regulates,SEC72
HSF1,regulates,GSP1
HAP2,regulates,YLR294C
HAP4,regulates,YLR294C
HAP2,regulates,ATP14
HAP4,regulates,ATP14
SOK2,regulates,ATP14
TUP1,regulates,YLR296W
HAP4,regulates,YLR296W
MBP1,regulates,YLR297W
UME6,regulates,YLR297W
SWI6,regulates,YLR297W
YAP1,regulates,YLR297W
SOK2,regulates,YLR297W
MSN2,regulates,YLR297W
TUP1,regulates,ECM38
SWI4,regulates,ECM38
STE12,regulates,ECM38
CBF1,regulates,ECM38
ASH1,regulates,ECM38
SWI6,regulates,ECM38
YAP1,regulates,ECM38
MSN2,regulates,ECM38
SWI5,regulates,EXG1
SWI4,regulates,EXG1
ACE2,regulates,EXG1
SWI6,regulates,EXG1
SOK2,regulates,EXG1
MSN2,regulates,EXG1
SKO1,regulates,EXG1
RAP1,regulates,EXG1
RLM1,regulates,EXG1
GCR2,regulates,HRI1
TUP1,regulates,YLR302C
MSN4,regulates,YLR302C
YAP1,regulates,YLR302C
MSN2,regulates,YLR302C
TEC1,regulates,MET17
MET32,regulates,MET17
MET28,regulates,MET17
CBF1,regulates,MET17
LEU3,regulates,MET17
YAP1,regulates,MET17
MSN2,regulates,MET17
MET4,regulates,MET17
RAP1,regulates,MET17
CIN5,regulates,MET17
MET31,regulates,MET17
RTG3,regulates,ACO1
TUP1,regulates,ACO1
STE12,regulates,ACO1
DAL81,regulates,ACO1
YAP1,regulates,ACO1
RAP1,regulates,ACO1
CIN5,regulates,ACO1
CIN5,regulates,UBC12
SUM1,regulates,CDA1
LEU3,regulates,CDA1
STE12,regulates,YLR311C
YHP1,regulates,YLR312C
SOK2,regulates,YLR312C
MSN2,regulates,YLR312C
MSN2,regulates,MRPL15
YRM1,regulates,CDC3
UME6,regulates,NKP2
IFH1,regulates,RPL38
RAP1,regulates,RPL38
STE12,regulates,YLR326W
GCN4,regulates,TMA10
HSF1,regulates,TMA10
STE12,regulates,TMA10
MSN2,regulates,TMA10
ADR1,regulates,NMA1
STE12,regulates,NMA1
MSN2,regulates,NMA1
YRM1,regulates,NMA1
YRM1,regulates,REC102
ABF1,regulates,CHS5
STE12,regulates,YLR331C
TEC1,regulates,MID2
ABF1,regulates,MID2
CIN5,regulates,MID2
RLM1,regulates,MID2
IFH1,regulates,RPS25b
SFP1,regulates,RPS25b
RAP1,regulates,RPS25b
CIN5,regulates,RPS25b
YRM1,regulates,RPS25b
STE12,regulates,YLR334C
STB5,regulates,YLR334C
ABF1,regulates,YLR334C
RAP1,regulates,YLR334C
RAP1,regulates,NUP2
RAP1,regulates,VRP1
RAP1,regulates,YLR339C
ABF1,regulates,RPP0
SFP1,regulates,RPP0
RAP1,regulates,RPP0
CIN5,regulates,RPP0
SWI4,regulates,FKS1
STE12,regulates,FKS1
SOK2,regulates,FKS1
MSN2,regulates,FKS1
RAP1,regulates,FKS1
RLM1,regulates,FKS1
SUM1,regulates,GAS2
